"id_skill","Skill","description"
"6a0aab53-6246-41e8-a910-e7a13f314860","test pipeline infrastructure operations","Perform tests on pipelines, such checking whether there is continuous flow of materials through them, examining for leakages, and assessing the suitability of the location of the pipeline is."
"6a1092f5-e5f6-4f34-a5b4-64b350104987","types of spa","Field of information which distinguishes different kinds of spa such as thermal, hammam, medical, ayurvedic, relaxation, destination and traditional spas. These practices differ in treatments, therapies, services, programmes and provisions."
"6a152c3a-5d86-4d3f-a21e-ac14c80bd152","install transport vehicle interior components","Build in accessories for a vehicles, such as door handles, hinges and locks, both inside and outside. Customise the accessories following customers' wishes."
"6a259051-86bf-4d55-a72e-c795d4ec1f23","coordinate drilling","Start, oversee and stop drilling sessions; coordinate personnel on drilling site."
"6a2bc03b-e30d-429b-9549-5784cb92ae2f","printed circuit boards","Printed circuit boards (PCB) are essential components to almost all electronic devices. They consist of thin wafers or substrates on which electronic components, such as microchips, are placed. The electronic components are electrically connected through conductive tracks and pads."
"6a2c391b-1fcd-4f10-8827-5d1cb4a4d9ad","set brand positioning","Develop a clear identity and unique position in the market; communicate with stakeholders and distinguish from competitors."
"6a322874-e32f-4cd8-9683-badce67a7f73","develop automated software tests","Create software test sets in an automated manner, ​using specialised languages or tools, that can be performed by testing tools in order to save resources, gain efficiency and effectiveness in test execution."
"6a37e62d-0c83-4200-899f-b958a402d337","manage capture broodstock operations","Plan and conduct wild broodstock capture and quarantine wild broodstock if necessary. Monitor the collection of larvae or juveniles from environment. Control the use of appropriate techniques for the specific species i.e. fish, molluscs, crustaceans or others."
"6a429716-fa3d-453f-9b0c-658d25ed0085","assess museum object condition","Work together with the collection manager or restorer, to evaluate and document the condition of a museum object for a loan or an exhibition."
"6a50499d-70cc-4fa7-9895-682302d08f16","operate cockpit control panels","Operates control panels in the cockpit or flight deck according to the needs of the flight. Manage on-board electronic systems to ensure a smooth flight."
"6a526bbc-4b59-4662-8226-addc32e4be77","perform electromagnetic geophysical measurements","Measure the structure and composition of the ground using electromagnetic devices which are either on the ground or airborne."
"6a536b36-c5c7-4d10-bf67-a4fb0f8549b2","audit techniques","The techniques and methods that support a systematic and independent examination of data, policies, operations and performances using computer-assisted audit tools and techniques (CAATs) such as spreadsheets, databases, statistical analysis and business intelligence software."
"6a57def2-7b11-4b50-95b8-b16498795ad9","operate imagesetter","Use a typesetting device that transfers electronic text and graphics directly to film, printing plates or photo-sensitive paper. The image is generated by a laser and raster image processor. Their use is to proof documents before the making of printing plates."
"6a583f89-12f3-4a6e-91c6-4ff61142cce1","study community as a target community","Employ appropriate research activities to find out about this specific community as potential/target market. Identify their specific needs, the dance style, roles and relationships and communication systems employed previously to cover these needs. Research the importance of values, policies or language that are relevant to communicating with them."
"6a59a529-fd1b-42c6-a723-cceb7c4f7a1d","sterilise fermentation tanks","Sterilise workspaces and equipment using hoses, scrapers, brushes, or chemical solutions."
"6a59e69f-4f2c-4277-bbb3-c7bb792569d5","manage company transport strategy","Manage the transport strategies of a company; communicate with members of management team; ensure strategies accord with company goals."
"6a609f8f-1451-4102-ad2d-62c5270e1237","office administration","The paperwork processes related to the administrative areas of an office environment. The activities or processes may include financial planning, record keeping and billing and managing the general logistics of an organisation."
"6a61569d-56a5-4777-8da5-a7c0a09d95e7","repair wells","Perform maintenance and repair to wells with cracks and defects. Seal wells that are no longer in use."
"6a627ab6-3b8f-4366-9559-cea882fe4cee","comply with farm regulations","Ensure that farm activities comply with regulations."
"6a66039e-0580-473b-a605-eedfdab85a2d","educate on emergency management","Educate communities, organisations, or individuals on risk management and emergency response, such as how to develop and implement prevention and reaction strategies, and educate on emergency policies specific to the risks applicable to that area or organisation."
"6a72c057-499f-4fe4-b425-0fbe2a50ce07","calibrate mechatronic instruments","Correct and adjust the reliability of an mechatronic instrument by measuring output and comparing results with the data of a reference device or a set of standardised results. This is done in regular intervals which are set by the manufacturer."
"6a7792a9-888a-46ad-afc9-2c0d94c8fde6","create business process models","Develop formal and informal descriptions of the business processes and the organisational structure by using business process models, notations and tools."
"6a78bc7c-4bfd-4fef-b9e2-59ad84ad453a","psycho-social forms of intervention","Types of support activities and interventions that can reduce stressful events, symptoms or risk and improve the quality of life."
"6a793311-f785-4948-9ae9-8c29f42414de","adjust scraper bars","Adjust the dimensions of the scraper bars, using the belt conveyor, so that they are according to the specified rubber sheeting parameters."
"6a7baae0-a2c3-4cf1-843f-618b829a2a09","wax imperfections","Wax the cracks and the imperfections of finished stones, selecting the wax according to the stone colour."
"6a84bb32-b025-4abb-b88b-f1b882a9f022","organise entry to attractions","Arrange the enrolment in activities and attractions. Arrange payments and pre-bookings and distribute information leaflets."
"6a876489-7ad8-4a13-b09c-c9b8e97a302e","Waterfall development","The waterfall development model is a methodology to design software systems and applications."
