qId,Job,metadata,Edu_essential,Edu_optional,AgeMin,AgeMax,City,Competence_essential,Competence_optional,Knowledge_essential,Knowledge_optional,Language_essential,Language_optional,Experience_essential,Experience_optional
186,contact centre supervisor,"{'group': '3341', 'uri_comp_ess': ['cd5efa8c-e44d-4cbc-91c6-796018dbed68', '22c2af9e-ba0d-4cee-abb6-b6dbef006cd5', '339ac029-066a-4985-9f9d-b3d7c8fea0bb', 'd58a48d1-5b7f-4028-ae11-b051d13ee1a8'], 'uri_comp_opt': ['afdb41dd-5dd5-4fbb-bf9e-e041422698b4', '81513fdf-5ea9-4375-9bc4-67ad959ac5de'], 'uri_know_ess': ['dc9a236c-c640-43c3-812f-269403591edb', 'fb3bc9b5-2297-4bba-85b1-60f696a92db8', '1585fc98-bfe4-461f-97fc-734055a2c3ce', 'b535516b-9f8a-4c29-b6aa-a0a4561e1086'], 'uri_know_opt': ['b1272de4-1f5f-408b-8b26-061f2550fc72']}",Degree,Bachelor-D.,22,30,Milazzo,"['perform project management', 'motivate employees', 'manage staff', 'analyse staff capacity']","['coordinate operational activities', 'contact customers']","['customer relationship management', 'characteristics of services', 'characteristics of products', 'call quality assurance management']",['e-commerce systems'],"[('German', 'Null'), ('English', 'Null')]",[],2,False
187,bicycle assembler,"{'group': '8219', 'uri_comp_ess': ['cffc3e97-e942-4b13-a2f3-0bf4910c06d3', '68b6ef08-d823-489d-a95c-752ae6f6e6a7', '5133ed7b-0785-4c28-825d-1dcf518c4b5b'], 'uri_comp_opt': ['2ee57de4-bffd-4194-b009-0060edec77cc', '1f9cd253-7d74-45a2-acf6-0bd2354aed2f', '68698869-c13c-4563-adc7-118b7644f45d'], 'uri_know_ess': ['8d4271ca-c9fd-40b3-875f-15f78332a49e', 'efa141df-f382-418f-9121-bd88fd735669', '53b1dcbc-7c51-43cd-9e3a-9ca78afd2895'], 'uri_know_opt': ['c8ac1986-38fa-43b2-89dc-50a4beeb420e']}",Degree,-,23,38,Trapani,"['use technical documentation', 'make sense of standard blueprints', 'align segments']","['operate welding equipment', 'tune bicycles', ""identify customer's needs""]","['quality standards', 'fabrication mechanics', 'bicycle mechanics']",['electricity'],"[('Italian', 'Null')]",[],1,False
188,gas processing plant supervisor,"{'group': '3133', 'uri_comp_ess': ['6957717a-84f7-4af5-9791-b3f6f5cf6084', '75f650d0-9096-4b8f-bbd6-ad05ee3f6121'], 'uri_comp_opt': ['d2fd219f-5cb1-4f67-8db5-be6c5fc865c7', 'c7e8948c-e7e4-406a-957d-55daaa4cdb44'], 'uri_know_ess': ['4669d245-31b4-4695-ba92-2eea6e965255', '7c127140-3a91-4fe2-b33e-12567d78ef0f'], 'uri_know_opt': ['90cac92e-bda6-4739-a754-6a2172df7c2f', '44832432-3bcc-4e62-8696-0411dd28e4b7', '657c5a25-903c-4669-9efc-46c85c176fbf']}",Degree,-,18,34,Sesto Fiorentino,"['test gas purity', 'document analysis results']","['hydrogen extraction equipment tending', 'ensure stock storage safety']","['gas contaminant removal processes', 'oxyacetylene gas']","['pipeline transport regulations', 'oil absorption techniques', 'gas chromatography']","[('Italian', 'C1')]","[('German', 'Null')]",1,True
189,import export specialist in flowers and plants,"{'group': '3331', 'uri_comp_ess': ['2de4572a-4724-4f76-afc2-72a568a264ac', 'c0ec2baa-38e4-4cad-9770-cf6a7fbfdfcf', '0efad746-55ba-4586-b481-ebfb1f7a8488', '52f6fca4-1ab6-4588-983d-15a278148961'], 'uri_comp_opt': [], 'uri_know_ess': ['d1ec6846-dd8a-4810-8115-474cdf271540', '3955cd15-a1fa-4c16-99b4-c39cb17db21d', '04cda8e8-e06b-4c91-bbb5-27414dc1cf14'], 'uri_know_opt': []}",Degree,-,20,25,Padova,"['speak different languages', 'monitor merchandise delivery', 'apply export strategies', 'administering multi-modal logistics']",[],"['legislation  on substances', 'protective measure against the introduction of organisms', 'embargo rules']",[],"[('Italian', 'Null')]","[('Spanish', 'Null')]",2,True
190,hot foil operator,"{'group': '7322', 'uri_comp_ess': ['334e3e49-fb02-4051-809a-f06adfdc1c40', '9ea652f6-accf-45bb-b9a8-590f06f7bd51', '97e37e90-893f-4b90-9a34-e46c67807b82', '96558031-aa47-4b56-a2d8-6eb5e3dbc52f'], 'uri_comp_opt': ['ccfbdaad-b91d-4bfe-bd0e-d30b33587f19'], 'uri_know_ess': ['21001631-9b3b-43d8-8a43-3bd54af4a310', '8d4271ca-c9fd-40b3-875f-15f78332a49e', '41c13016-6e94-45bb-81b7-3ff25ac2aa25', '359b5031-74da-418f-bd97-6f4e66eb9851'], 'uri_know_opt': ['99981dbd-6f0f-495d-a67f-20ad0f9ef6f3', 'a66989d4-b618-415b-b2f6-ebed02a8a3dc']}",Degree,Bachelor-D.,22,29,Camerata Picena,"['perform troubleshooting', 'supply machine', 'follow safety precautions in printing', 'adjust foil printing machine']",['store records of work milestone and deadline targets'],"['types of foil printing machines', 'quality standards', 'printing techniques', 'printing on large scale machines']","['printing media', 'materials of die']","[('English', 'C1')]",[],1,False
191,"import export specialist in mining, construction, civil engineering machinery","{'group': '3331', 'uri_comp_ess': ['94506271-00d8-481b-9359-739ce2a06cde', '0ee94af1-b445-4973-9c3f-459fab250342'], 'uri_comp_opt': [], 'uri_know_ess': ['ce4990a4-bf69-4f5f-becb-e4fd96da3a74', 'c4118654-695f-44bc-b9d3-1b26f3a955f8', 'cbf01241-d126-402a-af28-2eb81e2e24e8', '04cda8e8-e06b-4c91-bbb5-27414dc1cf14'], 'uri_know_opt': []}",Degree,Bachelor-D.,19,34,Introdacqua,"['perform import operations according to import strategy', 'apply conflict management']",[],"['mining, construction and civil engineering machinery products', 'international import export statutes', 'export regulations of dual-use goods', 'embargo regulations']",[],"[('Italian', 'A2')]",[],1,True
192,"heating, ventilation, air conditioning engineer","{'group': '2144', 'uri_comp_ess': ['4fabca9a-7435-4f33-b1da-3cdb00340fdc', '395ace35-e463-4dc7-8181-c2dd43885107', '1e2e8415-0a45-466b-ba7b-25c0e72538c1', 'ba54cf3c-dd64-48ea-8a9d-ee621a05fb07'], 'uri_comp_opt': [], 'uri_know_ess': ['59ea80e1-463a-4dba-82c6-d0b6d577d532', '209a5498-3449-4689-8ed9-bd08cab4fd78'], 'uri_know_opt': ['4eba4667-402e-4aea-a15d-c9fb82da60dd']}",Bachelor-D.,Master-D.,22,31,Salerno,"['perform scientific research', 'perform a feasibility study on heat pumps', 'perform a feasibility study on district heating and cooling.', 'assess energy consumption of ventilation systems']",[],"['technical drawings', 'engineering principles']",['combined heat and power generation'],"[('English', 'C2')]",[],1,False
193,chemical processing plant controller,"{'group': '3133', 'uri_comp_ess': ['e2e9bf69-80b3-4237-afd9-40960dc3c67e', 'f83e61e0-cb73-4a6a-b266-c4be03fb30eb'], 'uri_comp_opt': ['277f489c-7a47-4791-bd87-61ca01737f96', '381306c1-bb5a-4696-8b1b-d7a6679400bf'], 'uri_know_ess': ['74aa00bc-db99-4984-8817-7df2ca954ea1', 'fb8464e3-949e-4cc0-b50b-be7cf9c3e250'], 'uri_know_opt': ['83fc0b2b-6cd2-46af-b1ff-d3fc83604c26']}",Master-D.,PhD,28,44,Campiglia Marittima,"['prepare chemical samples', 'monitor chemical process condition']","['oversee production requirements', 'control minor maintenance']","['chemical processes', 'basic chemicals']",['energy efficiency'],"[('German', 'A2')]","[('Spanish', 'Null')]",1,True
194,international student exchange coordinator,"{'group': '3343', 'uri_comp_ess': ['116083f9-8d05-4b2e-a15f-287b18de5f67', 'bdcac0c8-b77a-4640-9eaf-c0cf3efd1e23', '11f536f5-b0e2-46a6-95c1-bd765946604c'], 'uri_comp_opt': ['71dde84c-0058-4c52-a556-523369333db8', 'e9160feb-109a-41eb-9604-9f898c710d0f', '09f159aa-2745-4ab0-a050-96722a2269b9'], 'uri_know_ess': ['94c41e56-2a55-4fbb-a03b-e3ca2080d0f2', 'efa7a6e9-3018-4125-8ac5-5b5d513bcba7'], 'uri_know_opt': ['73c22209-d78f-4847-b213-e48409d704a9', 'fa64c52c-08cf-4074-bc9b-a93075802166', 'debef2fc-7af4-4bff-ac92-4d0317915a84']}",Bachelor-D.,-,21,31,Solbiate Olona,"['use global distribution system', 'process payments', ""guaranteeing students' safety""]","['use office systems', 'oversee extra-curricular activity', 'assist in the organisation of school events']","['travel bookings processes', 'education administration']","['outdoor activity', 'geographical areas relevant to tourism', 'electronic communication']","[('Chinese', 'Null'), ('Bengali', 'Null')]","[('English', 'Null')]",1,True
195,navy officer,"{'group': '0110', 'uri_comp_ess': ['ed456f21-fa76-406b-9605-da7dcd7c7483', 'a4fd17bf-6309-47c5-b7fa-ae5560673acf', '734fc996-03ed-40c2-b502-b1ba44e3b867', '60571d44-dfd4-4d57-bab2-e8598cc825e5'], 'uri_comp_opt': ['a7774bdc-de0f-423e-b527-ef1409fbee6a', '613a3233-31e5-4c9e-842f-92e2a6b5d7a1'], 'uri_know_ess': ['ff8bd17c-77e9-4d4e-929a-a0cf86f3ed34', '09b7de14-3aa8-493c-87f4-4eeb76daf800', 'c278dc62-c85f-4608-8a85-f30b6d087ac3', '72c7f1a4-b283-45d0-b36f-754f0a9445d9'], 'uri_know_opt': ['3a6b6485-8775-44b9-aba8-0ae06a53ce2f', '377861af-f966-4c87-a2db-7e99904312b9']}",Degree,-,19,25,Cordignano,"['educate naval crew', 'identify security threats', 'ensure compliance with types of weapon', 'coordinate humanitarian aid missions']","['conduct search and rescue missions', 'give battle commands']","['surveillance methods', 'navy operations', 'military combat techniques', 'camouflage']","['military code', 'geographic information systems']","[('Italian', 'Null')]",[],-,False
196,mental health support worker,"{'group': '3412', 'uri_comp_ess': ['72ead619-88da-4557-8c98-607fd7e2cd47', 'e94773c9-c4be-4a01-a81f-d033dfeb21d4', 'd22ed03b-5385-4c53-b399-17bfec2b61f5', '8d927aab-9202-4c02-9f39-5d478458f25c'], 'uri_comp_opt': [], 'uri_know_ess': ['4e097377-7950-4993-9e22-a61b067b5c00', 'e97c0d89-2f81-4840-8602-e668a949482f', '15a33d76-4640-438d-ae64-fdc0c1d3eebc'], 'uri_know_opt': []}",Master-D.,PhD,26,35,Riva del Garda,"[""support social service users' positiveness"", 'help meet the specific communication needs of individual  social service users', 'refer service users to community resources', ""assess social service user's situation""]",[],"['studying social groups', 'social justice', 'customer servicing']",[],"[('English', 'B2')]","[('French', 'Null')]",-,False
197,securities analyst,"{'group': '2413', 'uri_comp_ess': ['71ae4f64-6505-4b6f-91b9-5acfa5721798', 'da1398ac-6955-4cf3-9225-67f16e41dbdc', '292549e6-08ec-456c-b008-eba7a0a68428'], 'uri_comp_opt': ['16594fea-3004-4730-838f-e35a432b49da'], 'uri_know_ess': ['b895bd42-0009-4815-a150-eb9eb5caec21', 'bcadc519-00f4-43bc-9373-054f4ac717cb', 'c9f4efcd-e16a-4515-a0cb-60c6c479853d'], 'uri_know_opt': ['7ee4c2ea-b349-4bd2-81a3-ec31475d4833', 'd63c2bad-817d-4116-b4d8-b927cb01212d']}",Master-D.,PhD,26,37,Taranto,"['obtain financial information', 'collect financial data', 'analyse market financial trends']",['perform stock valuation'],"['stock markets', 'modern portfolio theory', 'actuarial sciences']","['statistical analysis', 'commercial rule']","[('Italian', 'A2'), ('German', 'Null')]","[('Bengali', 'Null')]",-,False
198,cabinet maker,"{'group': '7522', 'uri_comp_ess': ['88ea614f-7e96-48fd-bf0b-96bf00bdb098', '64f0b3c5-92ff-4fd7-9e34-cfe5eeb11c98', 'adf661fe-9429-4094-8671-ca69fb72ad02'], 'uri_comp_opt': ['571267c5-98e7-4dd2-b6bc-cde5aeec3eaa', 'd765f69e-956a-4fc6-ae5d-499147761b30'], 'uri_know_ess': ['c9026b8f-7c5c-44b4-9e59-ae1e72fb29c0', 'cf2005ee-c788-4283-81d9-b443dfdf2c2e', '95097774-1a0e-4501-a3d9-b0f31973e02d', '5ac07f1a-6436-4103-b891-c59a7ac505f0'], 'uri_know_opt': []}",Degree,-,22,42,Muro Lucano,"['sand wood', 'repair furniture frames', 'clean wood surface']","['staining wood', 'repair furniture parts']","['wood products', 'types of wood', 'sanding techniques', 'construction products']",[],"[('French', 'C1')]",[],1,True
199,"import export manager in sugar, chocolate and sugar confectionery","{'group': '1324', 'uri_comp_ess': ['293301db-be3c-4cba-b3ee-6cc9c55fd70a', '91abe492-18be-4cce-93c7-0dca07072363', '940a70fa-7c58-423b-8d03-34920b59f0f7', '42ab725f-e57f-4320-a9fd-ac3d6717963d'], 'uri_comp_opt': [], 'uri_know_ess': ['6975d035-4523-4a5d-89ea-e414a473e077', 'c4118654-695f-44bc-b9d3-1b26f3a955f8', '6f45a77d-9208-40f2-a116-ac99c77ef580', '04cda8e8-e06b-4c91-bbb5-27414dc1cf14'], 'uri_know_opt': []}",Degree,Bachelor-D.,20,36,Castelli Calepio,"['monitoring international market performance', 'meet deadlines', 'oversee processes', 'enable customs compliance']",[],"['sugar, chocolate and sugar confectionery producing', 'international import export regulations', 'international commercial transactions rules', 'embargo regulations']",[],"[('Spanish', 'B1'), ('Italian', 'Null')]",[],1,True
